TargetCandidateName,TargetCandidateOffice,TargetPropositionName,ExpenderPosition,ExpenderName,ExpenderID,Amount,ExpenditureDscr,PayeeName,DateStart,DateEnd,DateRange
"Poizner, Steve",Insurance Commissioner,,O,Progress California supporting Ricardo Lara for Insurance Commissioner 2018 sponsored by labor and nonprofit health advocate organizations,1413233,82265.4,Text Calls,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Rubio, Susan",State Senate,,S,United Latinos Vote PAC,1409614,5826.05,Robocalls,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 1 - Authorizes Bonds to Fund Specified Housing Assistance Programs.,S,African American Voter Registration Education and Participation Project,1226812,651.67,"PRT $1,503.93",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 1 - Authorizes Bonds to Fund Specified Housing Assistance Programs.,S,African American Voter Registration Education and Participation Project,1226812,228.49,"CNS $1,503.93",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 1 - Authorizes Bonds to Fund Specified Housing Assistance Programs.,S,African American Voter Registration Education and Participation Project,1226812,623.77,"LIT $1,503.93",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 5 - Changes Requirements for Certain Property Owners to Transfer Their Property Tax base to Replacement Property.,S,African American Voter Registration Education and Participation Project,1226812,651.67,"PRT $1,503.93",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 5 - Changes Requirements for Certain Property Owners to Transfer Their Property Tax base to Replacement Property.,S,African American Voter Registration Education and Participation Project,1226812,228.49,"CNS $1,503.93",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 5 - Changes Requirements for Certain Property Owners to Transfer Their Property Tax base to Replacement Property.,S,African American Voter Registration Education and Participation Project,1226812,623.77,"LIT $1,503.93",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 6 - Eliminates Certain Road Repair and Transportation Funding. Requires Certain Fuel Taxes and Vehicle Fees be Approved by the Electorate.,O,African American Voter Registration Education and Participation Project,1226812,623.77,"LIT $3,831.44",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 6 - Eliminates Certain Road Repair and Transportation Funding. Requires Certain Fuel Taxes and Vehicle Fees be Approved by the Electorate.,O,African American Voter Registration Education and Participation Project,1226812,2327.5,"POL $3,831.44",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Garcia, Eduardo",State Assembly,,S,SAN DIEGO WORKS! SPONSORED BY SAN DIEGO-IMPERIAL COUNTIES LABOR COUNCIL AFL-CIO,1019000,309.37,"LIT $4,705.56",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Garcia, Eduardo",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,17499.0,DIGITAL ADVERTISING/MAILER,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 10 - EXPANDS LOCAL GOVERNMENTS’ AUTHORITY TO ENACT RENT CONTROL ON RESIDENTIAL PROPERTY. INITIATIVE STATUTE.,S,CHINESE PROGRESSIVE ASSOCIATION 'NONPROFIT 501(C)3',1380710,24505.0,"Field contract for APEN Action Committee phone bank YTD: $55,415.84",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 10 - EXPANDS LOCAL GOVERNMENTS’ AUTHORITY TO ENACT RENT CONTROL ON RESIDENTIAL PROPERTY. INITIATIVE STATUTE.,S,CHINESE PROGRESSIVE ASSOCIATION 'NONPROFIT 501(C)3',1380710,18364.0,"Field contract for Korean Resource Center phone bank YTD: $55,415.84",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Hernandez, Ed",Lieutenant Governor,,S,Progressive Democrats United to Elect Ed Hernandez for Lieutenant Governor 2018,1405756,55000.0,Digital Media Buy,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,PROPOSITION 10,S,ENVIRONMENTAL HEALTH COALITION,1333343,566.21,CANVASSING,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,PROPOSITION 10,S,ENVIRONMENTAL HEALTH COALITION,1333343,187.0,MAILER,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,14.17,"Rental Vehicle $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,19.26,"Rental Vehicle $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,11.52,"Rental Vehicle $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,13.12,"Rental Vehicle $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,509.44,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,347.39,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,332.67,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,242.65,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,95.93,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,771.55,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,246.88,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,149.54,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,48.74,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,14.11,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,144.92,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Wicks, Buffy",State Assembly,,S,"Coalition for East Bay Health Care Access, Affordable Housing and Quality Public Schools, supporting Buffy Wicks for Assembly 2018",1412051,3315.0,"CNS, WEB",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Wicks, Buffy",State Assembly,,S,"Coalition for East Bay Health Care Access, Affordable Housing and Quality Public Schools, supporting Buffy Wicks for Assembly 2018",1412051,45000.0,"CNS, WEB",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,13685.0,POL,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,60500.0,WEB,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,261.72,WEB,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,41205.0,TEL,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,O,"Students, Parents and Teachers supporting Marshall Tuck for Superintendent of Public Instruction 2018, a project of EdVoice",1404715,12500.0,WEB,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Parents, Teachers and Neighbors working together for quality, safe public schools for all, a project of EdVoice, supporting Marshall Tuck for Superintendent of Public Instruction 2018",1412370,13685.0,POL,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Parents, Teachers and Neighbors working together for quality, safe public schools for all, a project of EdVoice, supporting Marshall Tuck for Superintendent of Public Instruction 2018",1412370,27753.0,TEL,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,14.11,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,53.61,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,48.74,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,14.11,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,14.11,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,56.43,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,12.83,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,12.83,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,798.09,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,174.42,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,87.21,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,286.86,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,293.44,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,212.9,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,203.15,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,87.21,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,43.61,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,224.44,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,12.83,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,226.36,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,278.3,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,130.82,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Thurmond, Tony",Superintendent of Public Instruction,,S,Working America,1409588,191.86,"Salary and Benefits $34,458.15",,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Cervantes, Sabrina",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,3749.0,DIGITAL ADVERTISING,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Garcia, Eduardo",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,7500.0,DIGITAL ADVERTISING,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 8 - REGULATES AMOUNTS OUTPATIENT KIDNEY DIALYSIS CLINICS CHARGE FOR DIALYSIS TREATMENT. INITIATIVE STATUTE.,O,"National Kidney Foundation, Inc.",1412850,655.19,WEB,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"",,Prop 8 - REGULATES AMOUNTS OUTPATIENT KIDNEY DIALYSIS CLINICS CHARGE FOR DIALYSIS TREATMENT. INITIATIVE STATUTE.,O,"National Kidney Foundation, Inc.",1412850,312.5,WEB,,2018-11-02T00:00:00Z,2018-11-02T00:00:00Z,2018-11-02
"Lustro, Steve",City Council,,S,POMONA POLICE OFFICERS ASSOCIATION PAC,1243790,26.86,"FACEBOOK AD (CUMULATIVE TO DATE: $2,910.21)",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 8 - REGULATES AMOUNTS OUTPATIENT KIDNEY DIALYSIS CLINICS CHARGE FOR DIALYSIS TREATMENT. INITIATIVE STATUTE.,O,"National Kidney Foundation, Inc.",1412850,680.82,WEB,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 8 - REGULATES AMOUNTS OUTPATIENT KIDNEY DIALYSIS CLINICS CHARGE FOR DIALYSIS TREATMENT. INITIATIVE STATUTE.,O,"National Kidney Foundation, Inc.",1412850,312.5,WEB,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Cox, John",Governor,,S,NATIONAL RIFLE ASSOCIATION POLITICAL VICTORY FUND,1030530,3119.5,Phone banks,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 5 - CHANGES REQUIREMENTS FOR CERTAIN PROPERTY OWNERS TO TRANSFER THEIR PROPERTY TAX BASE TO REPLACEMENT PROPERTY. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,S,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION PAC,1025675,113.31,CONSULTING,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 5 - CHANGES REQUIREMENTS FOR CERTAIN PROPERTY OWNERS TO TRANSFER THEIR PROPERTY TAX BASE TO REPLACEMENT PROPERTY. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,S,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION PAC,1025675,940.63,CONSULTING,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 10 - EXPANDS LOCAL GOVERNMENTS’ AUTHORITY TO ENACT RENT CONTROL ON RESIDENTIAL PROPERTY. INITIATIVE STATUTE.,O,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION PAC,1025675,2110.5,PRINT ADS,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 10 - EXPANDS LOCAL GOVERNMENTS’ AUTHORITY TO ENACT RENT CONTROL ON RESIDENTIAL PROPERTY. INITIATIVE STATUTE.,O,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION PAC,1025675,113.31,CONSULTING,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"",,Prop 10 - EXPANDS LOCAL GOVERNMENTS’ AUTHORITY TO ENACT RENT CONTROL ON RESIDENTIAL PROPERTY. INITIATIVE STATUTE.,O,CALIFORNIA ASSOCIATION OF REALTORS ISSUES MOBILIZATION PAC,1025675,940.63,CONSULTING,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Cervantes, Sabrina",State Assembly,,S,California Latino PAC,1321501,7824.14,"LIT $24,188.97",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Cervantes, Sabrina",State Assembly,,S,California Latino PAC,1321501,4072.84,"POS $24,188.97",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Smith, Christy",State Assembly,,S,"Protecting Choice in California, a project of Planned Parenthood Affiliates of California",1331005,5298.0,Text Messages,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Hurtado, Melissa",State Senate,,S,"Protecting Choice in California, a project of Planned Parenthood Affiliates of California",1331005,5511.5,Text Messages,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Silver, Joy",State Senate,,S,"Protecting Choice in California, a project of Planned Parenthood Affiliates of California",1331005,8794.0,Text Messages,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Petrie-norris, Cathrine Cottie",State Assembly,,S,"Protecting Choice in California, a project of Planned Parenthood Affiliates of California",1331005,5457.0,Text Messages,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Thurmond, Tony",Superintendent of Public Instruction,,S,"Educators Supporting Tony Thurmond for Superintendent of Public Instruction 2018, sponsored by teachers and school employee organizations",1405429,100000.0,Radio Ads,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Lowenthal, Josh",State Assembly,,S,California Progressive PAC,1407923,10500.0,"WEB $104,468.00",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Lowenthal, Josh",State Assembly,,S,California Progressive PAC,1407923,12500.0,"TEL $104,468.00",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Parents, Teachers and Neighbors working together for quality, safe public schools for all, a project of EdVoice, supporting Marshall Tuck for Superintendent of Public Instruction 2018",1412370,43430.0,TEL,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Tuck, Marshall",Superintendent of Public Instruction,,S,"Parents, Teachers and Neighbors working together for quality, safe public schools for all, a project of EdVoice, supporting Marshall Tuck for Superintendent of Public Instruction 2018",1412370,2316.66,CNS,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Wicks, Buffy",State Assembly,,S,"Californians for a Better East Bay, A Committee Supporting Buffy Wicks for Assembly 2018",1413158,13000.0,Facebook ads,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Wicks, Buffy",State Assembly,,S,"Californians for a Better East Bay, A Committee Supporting Buffy Wicks for Assembly 2018",1413158,22000.0,Facebook ads,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Newsom, Gavin",Governor,,O,"Restore Our Values, an independent committee supporting John Cox for Governor 2018",1404563,4500.0,Digital Ad,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Bailey, Steven",Attorney General,,S,NATIONAL RIFLE ASSOCIATION POLITICAL VICTORY FUND,1030530,3119.5,Phone banks,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Thurmond, Tony",Superintendent of Public Instruction,,S,"American Federation of Teachers, partnering with parents, educators and students to elect Tony Thurmond in 2018 for Superintendent of Public Instruction for California's public schools",1413452,131642.62,Phone Calls,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Caballero, Anna",State Senate,,S,"Nurses, Child Care Providers and Doctors supporting Anna Caballero for Senate 2018 sponsored by SEIU California State Council",1411581,1416.25,Radio Production,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Hernandez, Ed",Lieutenant Governor,,S,"Californians for Dr. Ed Hernandez for Lt. Governor 2018, Sponsored by Labor Organizations",1413648,2196.25,"RAD $152,196.25",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Tuck, Marshall",Superintendent of Public Instruction,,O,"American Federation of Teachers, partnering with parents, educators and students to elect Tony Thurmond in 2018 for Superintendent of Public Instruction for California's public schools",1413452,43880.88,Phone Calls,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Rubio, Susan",State Senate,,S,Californians Allied for Patient Protection Independent Expenditure Account,1069689,23247.31,LIT,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Rubio, Susan",State Senate,,S,FARMERS EMPLOYEES AND AGENTS POLITICAL ACTION COMMITTEE,1051065,3791.68,MAILER,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Rubio, Susan",State Senate,,S,FARMERS EMPLOYEES AND AGENTS POLITICAL ACTION COMMITTEE,1051065,450.0,POLLING,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Eng, Mike",State Senate,,O,FARMERS EMPLOYEES AND AGENTS POLITICAL ACTION COMMITTEE,1051065,3791.67,MAILER,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Eng, Mike",State Senate,,O,FARMERS EMPLOYEES AND AGENTS POLITICAL ACTION COMMITTEE,1051065,450.0,POLLING,,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
"Eng, Mike",State Senate,,O,Personal Insurance Federation of CA Agents & Employees PAC,1338487,3946.44,"Mailer (CNS, LIT, POS)",,2018-11-01T00:00:00Z,2018-11-01T00:00:00Z,2018-11-01
